Unnamed: 0,车站代码,地址,城市,省份,坐标（高德GCJ-02坐标系）
内江北,NKW,四川省内江市,内江市,四川省,"105.058433,29.580228"
南江,FIW,四川省巴中市南江县南江,巴中市,四川省,"106.874103,32.429949"
南江口,NDQ,,,,
奈林皋,NGT,山西省吕梁市交城县奈林村,吕梁市,山西省,"112.188187,37.572151"
南陵,LLH,安徽省芜湖市南陵县南陵,芜湖市,安徽省,"118.333495,30.924080"
尼木,NMO,西藏自治区拉萨市尼木县尼木火车站,拉萨市,西藏自治区,"90.283780,29.328144"
南宁东,NFZ,广西壮族自治区南宁市青秀区东火车站,南宁市,广西壮族自治区,"108.413794,22.841888"
南宁西,NXZ,广西壮族自治区南宁市,南宁市,广西壮族自治区,"108.366543,22.817002"
南平北,NBS,福建省南平市,南平市,福建省,"118.177708,26.641768"
南堡北,TLP,,,,
宁强南,NOY,,,,
泥溪,NIE,安徽省池州市东至县泥溪镇,池州市,安徽省,"116.887054,29.765816"
南雄,NCQ,,,,
纳雍,NYE,,,,
南阳寨,NYF,,,,
普安,PAN,贵州省黔西南布依族苗族自治州普安县普安,黔西南布依族苗族自治州,贵州省,"105.004065,25.509044"
普安县,PUE,贵州省黔西南布依族苗族自治州普安县,黔西南布依族苗族自治州,贵州省,"104.953063,25.784135"
屏边,PBM,云南省红河哈尼族彝族自治州屏边苗族自治县屏边火车站,红河哈尼族彝族自治州,云南省,"103.637449,23.014040"
平坝南,PBE,贵州省安顺市紫云苗族布依族自治县平坝,安顺市,贵州省,"106.300981,25.430523"
平昌,PCE,四川省巴中市平昌县平昌火车站,巴中市,四川省,"107.076024,31.552483"
普定,PGW,贵州省安顺市普定县普定火车站,安顺市,贵州省,"105.712152,26.283004"
平度,PAK,山东省青岛市平度市平度火车站,青岛市,山东省,"119.884762,36.761961"
蒲江,PJE,,,,
皮口,PUT,辽宁省大连市普兰店市皮口镇,大连市,辽宁省,"122.338707,39.398479"
盘龙城,PNN,,,,
蓬莱市,POK,山东省烟台市蓬莱市,烟台市,山东省,"120.758848,37.810661"
普宁,PEQ,广东省揭阳市普宁市普宁火车站,揭阳市,广东省,"116.199181,23.267595"
平南南,PAZ,广西壮族自治区贵港市平南县平南火车站,贵港市,广西壮族自治区,"110.432112,23.417559"
平泉北,PBP,河北省承德市双桥区平泉,承德市,河北省,"117.959295,40.907337"
彭山北,PPW,,,,
屏山,PSE,,,,
盘山,PUD,辽宁省盘锦市双台子区盘山火车站,盘锦市,辽宁省,"122.061172,41.196625"
坪上,PSK,山东省临沂市莒南县坪上镇,临沂市,山东省,"119.077324,35.178322"
萍乡北,PBG,江西省萍乡市,萍乡市,江西省,"113.854556,27.622768"
鄱阳,PYG,江西省上饶市鄱阳县鄱阳,上饶市,江西省,"116.680189,29.001568"
濮阳,PYF,河南省濮阳市华龙区濮阳火车站,濮阳市,河南省,"115.023266,35.741301"
平遥古城,PDV,山西省晋中市平遥县古城,晋中市,山西省,"112.174871,37.204593"
平原东,PUK,,,,
普者黑,PZM,云南省文山壮族苗族自治州丘北县普者黑村,文山壮族苗族自治州,云南省,"104.121605,24.135927"
盘州,PAE,陕西省咸阳市乾县盘州村,咸阳市,陕西省,"108.353630,34.419342"
彭州,PMW,四川省成都市彭州市彭州火车站,成都市,四川省,"103.925031,30.978778"
彭州南,PKW,,,,
秦安,QGJ,,,,
青白江东,QFW,四川省成都市新都区青白江,成都市,四川省,"103.978023,30.909621"
青川,QCE,,,,
青岛北,QHK,山东省青岛市胶州市北火车站,青岛市,山东省,"120.055984,36.396479"
千岛湖,QDU,浙江省杭州市淳安县千岛湖镇,杭州市,浙江省,"119.044151,29.601978"
祁东,QMQ,湖南省衡阳市祁东县祁东火车站,衡阳市,湖南省,"112.065915,26.759421"
启东,QOU,,,,
青堆,QET,辽宁省大连市庄河市青堆镇,大连市,辽宁省,"123.260796,39.829956"
青岛西,QUK,山东省青岛市胶州市西火车站,青岛市,山东省,"120.157959,36.373854"
前锋,QFB,四川省广安市前锋区前锋火车站,广安市,四川省,"106.894913,30.495022"
清河门北,QBD,辽宁省阜新市细河区清河门,阜新市,辽宁省,"121.655750,42.014588"
齐河,QIK,,,,
曲靖北,QBM,云南省曲靖市,曲靖市,云南省,"103.796167,25.489999"
綦江东,QDE,重庆市綦江区綦江,重庆市,重庆市,"106.666363,29.009818"
曲江,QIM,,,,
邛崃,QLE,,,,
青莲,QEW,四川省绵阳市江油市青莲镇,绵阳市,四川省,"104.679146,31.678425"
齐齐哈尔南,QNB,黑龙江省齐齐哈尔市,齐齐哈尔市,黑龙江省,"123.918186,47.354348"
清水北,QEJ,,,,
青神,QVW,四川省眉山市青神县青神火车站,眉山市,四川省,"103.770167,29.848106"
岐山,QAY,陕西省宝鸡市岐山县岐山火车站,宝鸡市,陕西省,"107.612915,34.274415"
庆盛,QSQ,广东省广州市南沙区庆盛,广州市,广东省,"113.490295,22.863882"
清水县,QIJ,甘肃省天水市清水县清水县火车站,天水市,甘肃省,"106.106786,34.751501"
曲水县,QSO,西藏自治区拉萨市曲水县曲水县火车站,拉萨市,西藏自治区,"90.696152,29.349152"
犍为,JWE,,,,
祁县东,QGV,山西省晋中市祁县,晋中市,山西省,"112.335297,37.358317"
乾县,QBY,陕西省咸阳市乾县乾县火车站,咸阳市,陕西省,"108.277908,34.504870"
旗下营南,QNC,内蒙古自治区乌兰察布市卓资县旗下营镇,乌兰察布市,内蒙古自治区,"112.165573,40.983284"
祁阳,QWQ,湖南省永州市祁阳县祁阳火车站,永州市,湖南省,"111.831811,26.608484"
青州市北,QOK,山东省潍坊市青州市,潍坊市,山东省,"118.479636,36.684600"
乔庄东,QEP,山东省滨州市博兴县乔庄镇,滨州市,山东省,"118.218246,37.350075"
全州南,QNZ,广西壮族自治区桂林市全州县全州南火车站,桂林市,广西壮族自治区,"111.041923,25.953399"
棋子湾,QZQ,重庆市永川区棋子村,重庆市,重庆市,"105.908195,29.471462"
仁布,RUO,,,,
荣昌北,RQW,重庆市荣昌区荣昌北火车站,重庆市,重庆市,"105.636351,29.432418"
荣成,RCK,,,,
瑞昌西,RXG,江西省九江市浔阳区火车站,九江市,江西省,"116.003590,29.705890"
如东,RIH,江苏省南通市如东县如东火车站,南通市,江苏省,"121.177250,32.445723"
榕江,RVW,贵州省黔东南苗族侗族自治州榕江县榕江火车站,黔东南苗族侗族自治州,贵州省,"108.554896,25.987928"
日喀则,RKO,西藏自治区日喀则市桑珠孜区日喀则火车站,日喀则市,西藏自治区,"88.915985,29.220693"
饶平,RVQ,广东省潮州市饶平县饶平火车站,潮州市,广东省,"116.932655,23.711647"
日照西,KZK,山东省日照市,日照市,山东省,"119.526888,35.416377"
宋城路,SFF,江西省赣州市章贡区宋城路,赣州市,江西省,"114.912048,25.857288"
三道湖,SDL,吉林省白山市靖宇县三道湖镇,白山市,吉林省,"126.615799,42.281494"
邵东,FIQ,湖南省邵阳市邵东县邵东火车站,邵阳市,湖南省,"111.747574,27.274152"
三都县,KKW,贵州省黔南布依族苗族自治州三都水族自治县三都县,黔南布依族苗族自治州,贵州省,"107.880461,25.983498"
胜芳,SUP,河北省廊坊市霸州市胜芳镇,廊坊市,河北省,"116.717918,39.081959"
双峰北,NFQ,湖南省娄底市双峰县双峰北火车站,娄底市,湖南省,"112.013808,27.558601"
商河,SOK,山东省济南市商河县商河火车站,济南市,山东省,"117.099509,37.437003"
泗洪,GQH,江苏省宿迁市泗洪县泗洪火车站,宿迁市,江苏省,"118.219398,33.607129"
双河市,OHR,新疆维吾尔自治区,,新疆维吾尔自治区,
四会,AHQ,,,,
石家庄东,SXP,河北省石家庄市,石家庄市,河北省,"114.514859,38.042306"
三江南,SWZ,广西壮族自治区柳州市三江侗族自治县南火车站,柳州市,广西壮族自治区,"109.576269,25.725157"
三井子,OJT,江苏省常州市新北区三井街道,常州市,江苏省,"119.934860,31.839739"
四棵树,SIR,吉林省四平市梨树县四棵树乡,四平市,吉林省,"124.080826,43.365841"
双流机场,IPW,四川省成都市双流区双流机场,成都市,四川省,"103.983000,30.578000"
双龙湖,OHB,,,,
石林西,SYM,云南省昆明市石林彝族自治县西火车站,昆明市,云南省,"103.242740,24.657093"
双流西,IQW,四川省成都市双流区双流,成都市,四川省,"103.913266,30.593406"
胜利镇,OLB,内蒙古自治区乌兰察布市察哈尔右翼后旗胜利乡,乌兰察布市,内蒙古自治区,"112.874786,41.163494"
三明北,SHS,福建省三明市建宁县北火车站,三明市,福建省,"116.871363,26.915431"
三明,SVS,福建省三明市三元区三明火车站,三明市,福建省,"117.606454,26.240404"
嵩明,SVM,云南省昆明市嵩明县嵩明火车站,昆明市,云南省,"103.137175,25.240345"
树木岭,FMQ,广西壮族自治区玉林市陆川县树木,玉林市,广西壮族自治区,"110.227142,21.998127"
神木,HMY,陕西省榆林市神木市神木火车站,榆林市,陕西省,"110.487750,38.860846"
苏尼特左旗,ONC,内蒙古自治区锡林郭勒盟苏尼特左旗苏尼特左旗火车站,锡林郭勒盟,内蒙古自治区,"113.614844,43.882804"
山坡东,SBN,湖北省武汉市江夏区山坡乡,武汉市,湖北省,"114.351204,30.089952"
石桥,SQE,四川省眉山市丹棱县石桥乡,眉山市,四川省,"103.442558,30.122934"
沈丘,SQN,河南省周口市沈丘县沈丘火车站,周口市,河南省,"115.087547,33.361292"
鄯善北,SMR,新疆维吾尔自治区吐鲁番市鄯善县鄯善,吐鲁番市,新疆维吾尔自治区,"90.213330,42.868744"
狮山北,NSQ,江苏省苏州市虎丘区狮山街道,苏州市,江苏省,"120.525955,31.337629"
三水北,ARQ,广东省佛山市三水区三水,佛山市,广东省,"112.809021,23.101461"
松山湖北,KUQ,,,,
狮山,KSQ,江苏省苏州市虎丘区狮山街道,苏州市,江苏省,"120.525955,31.337629"
三水南,RNQ,广东省佛山市三水区三水,佛山市,广东省,"112.809021,23.101461"
韶山南,INQ,湖南省湘潭市韶山市韶山,湘潭市,湖南省,"112.489801,27.903446"
三穗,QHW,贵州省黔东南苗族侗族自治州三穗县三穗火车站,黔东南苗族侗族自治州,贵州省,"108.652530,26.964180"
石梯,STE,陕西省安康市汉滨区石梯镇,安康市,陕西省,"109.119293,32.749176"
汕尾,OGQ,广东省汕尾市城区汕尾火车站,汕尾市,广东省,"115.428632,22.810681"
歙县北,NPH,安徽省黄山市歙县,黄山市,安徽省,"118.415356,29.861308"
绍兴北,SLH,浙江省绍兴市,绍兴市,浙江省,"120.580232,30.029752"
绍兴东,SSH,浙江省绍兴市,绍兴市,浙江省,"120.580232,30.029752"
泗县,GPH,安徽省宿州市泗县泗县火车站,宿州市,安徽省,"117.850460,33.537368"
始兴,IPQ,广东省韶关市始兴县始兴火车站,韶关市,广东省,"114.076353,24.966626"
双洋,SQS,福建省龙岩市漳平市双洋镇,龙岩市,福建省,"117.367622,25.609041"
泗阳,MPH,江苏省宿迁市泗阳县泗阳火车站,宿迁市,江苏省,"118.714010,33.754137"
三阳,SYU,湖南省岳阳市平江县三阳乡,岳阳市,湖南省,"113.585464,28.648495"
射阳,SAU,,,,
双阳,OYT,吉林省长春市双阳区双阳火车站,长春市,吉林省,"125.641661,43.517429"
邵阳北,OVQ,湖南省邵阳市,邵阳市,湖南省,"111.467791,27.238892"
松原北,OCT,吉林省松原市,松原市,吉林省,"124.825117,45.141789"
山阴,SNV,,,,
邵阳西,SXA,湖南省邵阳市,邵阳市,湖南省,"111.467791,27.238892"
沈阳西,OOT,辽宁省沈阳市,沈阳市,辽宁省,"123.431474,41.805698"
深圳北,IOQ,广东省深圳市龙华区深圳北火车站,深圳市,广东省,"114.030469,22.618067"
神州,SRQ,浙江省金华市永康市神州,金华市,浙江省,"120.079216,28.922300"
尚志南,OZB,黑龙江省哈尔滨市道里区尚志,哈尔滨市,黑龙江省,"126.621361,45.769981"
深圳坪山,IFQ,广东省深圳市龙岗区坪山火车站,深圳市,广东省,"114.327067,22.707588"
石嘴山,QQJ,宁夏回族自治区石嘴山市大武口区石嘴山火车站,石嘴山市,宁夏回族自治区,"106.421584,38.916863"
石柱县,OSW,重庆市石柱土家族自治县石柱县火车站,重庆市,重庆市,"108.097385,29.965560"
台安南,TAD,辽宁省鞍山市台安县南火车站,鞍山市,辽宁省,"122.383820,41.357677"
桃村北,TOK,山西省临汾市吉县桃村村,临汾市,山西省,"110.746559,36.117950"
铁厂沟,TJR,四川省自贡市荣县铁厂镇,自贡市,四川省,"104.324715,29.475775"
塔城,TZR,新疆维吾尔自治区塔城地区,塔城地区,新疆维吾尔自治区,"82.980316,46.745364"
铁刹山,PST,辽宁省本溪市本溪满族自治县铁刹山,本溪市,辽宁省,"124.336723,41.295132"
田东北,TBZ,广西壮族自治区百色市田东县北火车站,百色市,广西壮族自治区,"107.141808,23.683425"
土地堂东,TTN,重庆市武隆县土地乡,重庆市,重庆市,"107.909737,29.499573"
太谷西,TIV,,,,
吐哈,THR,,,,
通海,TAM,云南省玉溪市通海县通海火车站,玉溪市,云南省,"102.668498,24.116393"
太和北,JYN,安徽省阜阳市太和县太和,阜阳市,安徽省,"115.623706,33.169104"
天河机场,TJN,,,,
天河街,TEN,广东省广州市天河区天河街,广州市,广东省,"113.320967,23.131226"
唐海南,IEP,海南省海口市秀英区南火车站,海口市,海南省,"110.160217,19.959281"
通化县,TXL,吉林省通化市东昌区通化火车站,通化市,吉林省,"125.979706,41.753574"
同江,TJB,,,,
托克托东,TVC,,,,
吐鲁番北,TAR,新疆维吾尔自治区吐鲁番市,吐鲁番市,新疆维吾尔自治区,"89.189655,42.951384"
铜陵北,KXH,安徽省铜陵市,铜陵市,安徽省,"117.812079,30.945429"
桐庐,TLU,浙江省杭州市桐庐县桐庐,杭州市,浙江省,"119.689262,29.798308"
泰宁,TNS,福建省三明市泰宁县泰宁火车站,三明市,福建省,"117.153363,26.926852"
铜仁南,TNW,贵州省铜仁市,铜仁市,贵州省,"109.189598,27.731514"
天水南,TIJ,甘肃省天水市,天水市,甘肃省,"105.724947,34.580863"
通渭,TWJ,,,,
田心东,KQQ,江西省宜春市上高县田心镇,宜春市,江西省,"114.608414,28.133657"
汤逊湖,THN,湖北省武汉市洪山区汤逊湖,武汉市,湖北省,"114.339172,30.444328"
藤县,TAZ,广西壮族自治区梧州市藤县藤县火车站,梧州市,广西壮族自治区,"110.986684,23.334143"
太原南,TNV,山西省太原市小店区南火车站,太原市,山西省,"112.611944,37.792424"
通远堡西,TST,辽宁省丹东市凤城市通远堡村,丹东市,辽宁省,"123.925774,40.788754"
桐梓北,TBE,贵州省遵义市务川仡佬族苗族自治县桐梓,遵义市,贵州省,"108.068151,28.991074"
桐梓东,TDE,贵州省遵义市务川仡佬族苗族自治县桐梓,遵义市,贵州省,"108.068151,28.991074"
通州,TOP,江苏省南通市通州区通州,南通市,江苏省,"121.075127,32.077256"
吴川,WAQ,广东省湛江市吴川市吴川火车站,湛江市,广东省,"110.768902,21.508932"
文登东,WGK,山东省威海市文登区文登,威海市,山东省,"122.122944,37.203333"
潍坊北,WJK,山东省潍坊市,潍坊市,山东省,"119.161755,36.706774"
五府山,WFG,陕西省西安市临潼区五府村,西安市,陕西省,"109.168549,34.402824"
威虎岭北,WBL,吉林省延边朝鲜族自治州敦化市威虎岭,延边朝鲜族自治州,吉林省,"127.937569,43.675808"
威海北,WHK,山东省威海市,威海市,山东省,"122.120419,37.513068"
苇河西,WIB,天津市红桥区西火车站,天津市,天津市,"117.163257,39.159572"
温江,WJE,,,,
魏家泉,WJR,山东省日照市五莲县魏家乡,日照市,山东省,"119.426491,35.629341"
乌兰察布,WPC,内蒙古自治区乌兰察布市集宁区乌兰察布火车站,乌兰察布市,内蒙古自治区,"113.114452,41.033298"
五龙背东,WMT,黑龙江省齐齐哈尔市龙沙区五龙街道,齐齐哈尔市,黑龙江省,"123.948769,47.340771"
乌龙泉南,WFN,,,,
乌兰木图,VLT,,,,
五女山,WET,河南省新乡市长垣县五女村,新乡市,河南省,"114.770233,35.202164"
武胜,WSE,四川省广安市武胜县武胜火车站,广安市,四川省,"106.106530,30.369593"
乌苏,WSR,,,,
五通,WTZ,重庆市开县五通乡,重庆市,重庆市,"108.055801,30.912371"
无为,IIH,安徽省芜湖市无为县无为火车站,芜湖市,安徽省,"117.968721,31.305694"
无为南,WWU,,,,
瓦屋山,WAH,河南省平顶山市鲁山县瓦屋乡,平顶山市,河南省,"112.665237,33.888947"
闻喜西,WOV,,,,
武义北,WDH,,,,
武夷山北,WBS,福建省南平市武夷山市武夷山,南平市,福建省,"118.036880,27.755380"
武夷山东,WCS,福建省南平市武夷山市武夷山,南平市,福建省,"118.036880,27.755380"
婺源,WYG,,,,
渭源,WEJ,甘肃省定西市渭源县渭源火车站,定西市,甘肃省,"104.226035,35.089877"
万州北,WZE,重庆市渝北区北火车站,重庆市,重庆市,"106.548355,29.604132"
武陟,WIF,河南省焦作市武陟县武陟火车站,焦作市,河南省,"113.451806,35.088840"
梧州南,WBZ,广西壮族自治区梧州市龙圩区梧州南火车站,梧州市,广西壮族自治区,"111.222498,23.393653"
兴安北,XDZ,,,,
许昌东,XVF,河南省许昌市,许昌市,河南省,"113.852640,34.035506"
项城,ERN,河南省周口市项城市项城火车站,周口市,河南省,"114.890376,33.413054"
新都东,EWW,四川省成都市新都区新都,成都市,四川省,"104.154304,30.825518"
西渡,XDA,湖南省衡阳市衡阳县西渡镇,衡阳市,湖南省,"112.374702,26.965069"
